"","ISO3","imports","unequal_imports","Total_fished","disp_fished","unequal_fish","unequal_fish_hs","unequal_fishing_in_waters","unequal_fish_eez","Total_fished_fmi_wadj","disp_fished_fmi_wadj","coi_disp_fished_fmi_wadj","unequal_fish_fmi_wadj","unequal_fish_hs_fmi_wadj","unequal_fishing_in_waters_fmi_wadj","unequal_fish_eez_fmi_wadj","Total_fished_fmi","disp_fished_fmi","coi_disp_fished_fmi","unequal_fish_fmi","unequal_fish_hs_fmi","unequal_fishing_in_waters_fmi","unequal_fish_eez_fmi","ME_score","ME_quant","FMI_weight_adj","FMI","Country.Name"
"223","NRU",NA,NA,510.5497399906,368.6804025306,206.0959779526,155.03221144,1070.30911698,51.0637665126,510.5497399906,368.6804025306,NA,NA,0,NA,NA,510.5497399906,368.6804025306,NA,NA,0,NA,NA,54,1,NA,NA,"Nauru"
"224","PCN",NA,NA,3,NA,NA,0,NA,NA,3,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Pitcairn Islands"
"225","PRI",NA,NA,1705.967099932,105.003258532,105.003258532,105.003258532,2866.4305702,0,1705.967099932,105.003258532,NA,NA,0,NA,NA,1705.967099932,105.003258532,NA,NA,0,NA,NA,67,4,NA,NA,"Puerto Rico"
"226","REU",NA,NA,3111.43962,2960.8648158,2960.8648158,2960.8648158,1382.1512044,0,3111.43962,2960.8648158,NA,NA,0,NA,NA,3111.43962,2960.8648158,NA,NA,0,NA,NA,55,2,NA,NA,"Réunion"
"227","TKL",NA,NA,61.4148800002,53.460301904,53.460301904,53.460301904,29.337730836,0,61.4148800002,53.460301904,NA,NA,0,NA,NA,61.4148800002,53.460301904,NA,NA,0,NA,NA,55,2,NA,NA,"Tokelau"
"228","VGB",NA,NA,1211.08738,NA,NA,0,NA,NA,1211.08738,NA,NA,NA,0,NA,NA,1211.08738,NA,NA,NA,0,NA,NA,65,4,NA,NA,"British Virgin Islands"
"229","VIR",NA,NA,1241.606799944,91.340067524,91.340067524,91.340067524,NA,0,1241.606799944,91.340067524,NA,NA,0,NA,NA,1241.606799944,91.340067524,NA,NA,0,NA,NA,73,5,NA,NA,"U.S. Virgin Islands"
"230","WLF",NA,NA,738.04526,NA,NA,0,0.207412829,NA,738.04526,NA,NA,NA,0,NA,NA,738.04526,NA,NA,NA,0,NA,NA,56,2,NA,NA,"Wallis & Futuna"
"231",NA,NA,NA,4215.3926402,NA,NA,0,NA,NA,4215.3926402,NA,NA,NA,0,NA,NA,4215.3926402,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"232","GGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,4,NA,NA,"Guernsey"
"233","JEY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,3,NA,NA,"Jersey"
"234","PT-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,3,NA,NA,NA
"235","PT-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,2,NA,NA,NA
"236","SCG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,5,NA,NA,"Serbia and Montenegro"
"237","SPM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,4,NA,NA,"St. Pierre & Miquelon"
