"","Fishing_ISO3","Year","Total_fished","disp_fished","unequal_fish","unequal_fish_hs","unequal_fishing_in_waters","rev_fish","rev_fishing_in_waters","unequal_fish_eez","prop_disp","prop_unequal_disp","prop_rev_disp"
"6449","TGO",1977,7497.0049,1230.734259,NA,NA,NA,1230.734259,NA,NA,0.164163459330272,NA,1
"6450","TGO",1978,12002.9626,3380.251681,NA,NA,NA,3380.251681,NA,NA,0.281618113264804,NA,1
"6451","TGO",1979,4549.6843,1324.729022,NA,NA,NA,1324.729022,NA,NA,0.291169438283883,NA,1
"6452","TGO",1980,5634.2003,1477.004473,NA,NA,NA,1477.004473,NA,NA,0.262149798437233,NA,1
"6453","TGO",1981,6825.2013,1406.909843,NA,NA,NA,1406.909843,NA,NA,0.206134556500187,NA,1
"6454","TGO",1982,11030.4010956,906.5244156,NA,NA,NA,906.5244156,NA,NA,0.082184175148591,NA,1
"6455","TGO",1983,11379.003,2095.228004,NA,NA,NA,2095.228004,NA,NA,0.184131070534035,NA,1
"6456","TGO",1984,11175.4005049,592.0305349,NA,NA,NA,592.0305349,NA,NA,0.0529762252941554,NA,1
"6457","TGO",1985,12044.5712976,749.2171276,NA,NA,NA,749.2171276,NA,NA,0.0622037189276541,NA,1
"6458","TGO",1986,11324.2500036,879.7529936,NA,NA,NA,879.7529936,NA,NA,0.077687528385573,NA,1
"6459","TGO",1987,11675.347696,1107.347136,NA,NA,NA,1107.347136,NA,NA,0.0948448958294732,NA,1
"6460","TGO",1988,11955.6032016,986.6984116,NA,NA,NA,986.6984116,NA,NA,0.0825302073815859,NA,1
"6461","TGO",1989,11945.1917044,607.3643044,NA,NA,NA,607.3643044,NA,NA,0.0508459235674115,NA,1
"6462","TGO",1990,10879.3838969,613.1375869,NA,NA,NA,613.1375869,NA,NA,0.0563577489966788,NA,1
"6463","TGO",1991,7603.9682998,559.0936988,NA,NA,NA,559.0936988,NA,NA,0.0735265688594079,NA,1
"6464","TGO",1992,5250.9676996,412.2210576,NA,NA,NA,412.2210576,NA,NA,0.0785038265673204,NA,1
"6465","TGO",1993,10964.5582027,908.3522227,NA,NA,NA,908.3522227,NA,NA,0.082844397914393,NA,1
"6466","TGO",1994,8053.3253996,963.7752406,NA,NA,NA,963.7752406,NA,NA,0.119674195785988,NA,1
"6467","TGO",1995,7204.9272004,510.0618544,NA,NA,NA,510.0618544,NA,NA,0.0707934778815923,NA,1
"6468","TGO",1996,10100.5309001,761.4397061,NA,NA,NA,761.4397061,NA,NA,0.0753861072879309,NA,1
"6469","TGO",1997,9291.9873,1175.599113,NA,NA,NA,1175.599113,NA,NA,0.126517511813646,NA,1
"6470","TGO",1998,11679.6776,1106.53311,NA,NA,NA,1106.53311,NA,NA,0.0947400388860049,NA,1
"6471","TGO",1999,17925.1969,3057.80904,NA,NA,NA,3057.80904,NA,NA,0.170587193940391,NA,1
"6472","TGO",2000,17278.163301,3195.837631,NA,NA,NA,3195.837631,NA,NA,0.184963967253107,NA,1
"6473","TGO",2001,18164.512301,3319.124841,NA,NA,NA,3319.124841,NA,NA,0.182725788944924,NA,1
"6474","TGO",2002,15946.4802,2854.51541,NA,NA,NA,2854.51541,NA,NA,0.179005985910295,NA,1
"6475","TGO",2003,22486.206204,3638.807104,NA,NA,NA,3638.807104,NA,NA,0.161823967590972,NA,1
"6476","TGO",2004,23013.152497,3642.311527,NA,NA,NA,3642.311527,NA,NA,0.158270863910314,NA,1
"6477","TGO",2005,22706.746396,2645.929376,NA,NA,NA,2645.929376,NA,NA,0.11652613412136,NA,1
"6478","TGO",2006,19829.991501,3929.012061,NA,NA,NA,3929.012061,NA,NA,0.198134833330708,NA,1
"6479","TGO",2007,14904.7855,5023.013047,NA,NA,NA,5023.013047,NA,NA,0.337006731629919,NA,1
"6480","TGO",2008,17764.747605,6929.851445,NA,NA,NA,6929.851445,NA,NA,0.390090059205207,NA,1
"6481","TGO",2009,22025.101299,9445.662759,NA,NA,NA,9445.662759,NA,NA,0.428858992781516,NA,1
"6482","TGO",2010,22534.4395,5079.51767,NA,NA,NA,5079.51767,NA,NA,0.225411316309864,NA,1
"6483","TGO",2011,19121.917603,6530.900673,NA,NA,NA,6530.900673,NA,NA,0.341540048890043,NA,1
"6484","TGO",2012,14319.682002,3391.914142,NA,NA,NA,3391.914142,NA,NA,0.236870772795531,NA,1
"6485","TGO",2013,15014.641698,2294.009208,NA,NA,NA,2294.009208,NA,NA,0.152784811928317,NA,1
"6486","TGO",2014,14861.813295,1489.493505,NA,NA,NA,1489.493505,NA,NA,0.100222864830439,NA,1
"6487","TGO",2015,16496.816098,2658.185728,NA,NA,NA,2658.185728,NA,NA,0.161133258212308,NA,1
"6488","THA",1976,1394887.98337,1275738.86397,515086.39021,18910.41319,NA,760652.47376,1861.0081395,496175.97702,0.914581585890403,0.403755348964671,0.596244651035329
"6489","THA",1977,1867768.00615,1782733.47775,1172600.04915,14024.15548,NA,610133.4286,2222.389823,1158575.89367,0.954472649643849,0.657753984981505,0.342246015018495
"6490","THA",1978,1805805.99917,1722803.89917,1134109.16218,15443.58201,NA,588694.73699,2997.1206109,1118665.58017,0.954035981695625,0.658292660427796,0.341707339572204
"6491","THA",1979,1675352.01571,1598488.62579,1040699.10218,13832.86573,NA,557789.52361,4062.9254504,1026866.23645,0.954121050860212,0.651051928296123,0.348948071703877
"6492","THA",1980,1591823.99594,1518528.02278,965361.46679,12897.46731,NA,553166.55599,NA,952463.99948,0.953954725304466,0.635721865061596,0.364278134938404
"6493","THA",1981,1716623.99777,1641798.00239,1083682.04719,18245.71518,NA,558115.9552,NA,1065436.33201,0.956410958091461,0.660058086081516,0.339941913918484
"6494","THA",1982,1845906.02286,1764279.86493,1162335.92479,18435.05147,NA,601943.94014,NA,1143900.87332,0.955779895119725,0.658816068751154,0.341183931248846
"6495","THA",1983,1872587.99383,1791507.3882,1179807.55707,23391.05432,NA,611699.83113,NA,1156416.50275,0.956701310754339,0.658555786507473,0.341444213492527
"6496","THA",1984,1902632.9955,1820411.54748,1198601.07044,21984.8631,NA,621810.47704,NA,1176616.20734,0.956785439853894,0.658423130802057,0.341576869197943
"6497","THA",1985,1965935.19234,1880606.28675,1248099.81731,25848.5921,NA,632506.46944,NA,1222251.22521,0.956596277475233,0.663668853020227,0.336331146979773
"6498","THA",1986,2228121.98014,2132009.34907,1400708.95626,28100.14099,NA,731300.39281,NA,1372608.81527,0.956863837829937,0.656990062858308,0.343009937141692
"6499","THA",1987,2499911.98256,2391348.90506,1575406.09939,29709.9072,NA,815942.80567,NA,1545696.19219,0.956573240075105,0.65879391169415,0.34120608830585
"6500","THA",1988,2317172.97544,2217717.40368,1479364.685,32984.109,NA,738352.71868,NA,1446380.576,0.957078917795891,0.667066364066583,0.332933635933417
"6501","THA",1989,2308584.99877,2163203.20377,2126298.4638,40841.05101,NA,36904.73997,NA,2085457.41279,0.937025582736846,0.982939771952222,0.0170602280477779
"6502","THA",1990,2348781.98914,2200667.32894,2163266.31976,44169.38036,NA,37401.00918,NA,2119096.9394,0.936939800762764,0.983004696489944,0.0169953035100562
"6503","THA",1991,2425142.98984,2271575.96954,2237480.62367,47818.13517,NA,34095.34587,NA,2189662.4885,0.936677127516456,0.984990444375539,0.0150095556244612
"6504","THA",1992,2636825.987,2470489.1578,2432910.15049,48197.74519,NA,37579.00731,NA,2384712.4053,0.936917782963279,0.984788839412084,0.0152111605879155
"6505","THA",1993,2736914.00632,2562552.87662,2525641.34525,51444.26005,NA,36911.53137,NA,2474197.0852,0.936292799372808,0.985595797180706,0.0144042028192941
"6506","THA",1994,2732687.189643,2560358.259543,2518016.45233,50434.11223,NA,37919.58147,NA,2467582.3401,0.936937922952494,0.983462545893653,0.0148102638873547
"6507","THA",1995,2810681.170349,2633443.128649,2590830.96869,48153.88609,NA,37788.59764,NA,2542677.0826,0.936941249840162,0.983818841768244,0.0143495020754013
"6508","THA",1996,2777562.198785,2603834.762985,2563494.11844,55989.54454,NA,35645.591,86.25177116,2507504.5739,0.937453268957939,0.984507217923938,0.0136896517039877
"6509","THA",1997,2656834.37967,2490530.97727,2452160.02015,53236.87155,NA,33879.37399,47.43054094,2398923.1486,0.937405431188129,0.984593262452788,0.0136032734783074
"6510","THA",1998,2664879.192013,2500299.130813,2463889.21009,56178.03119,NA,31950.09733,48.91786539,2407711.1789,0.938241079860855,0.985437774114987,0.0127785099535715
"6511","THA",1999,2660866.1835,1938688.6765,1938688.6765,158900.3095,NA,NA,222.9658092,1779788.367,0.728593075638973,1,NA
"6512","THA",2000,2655877.0315,1922334.8422,1922334.8422,161944.1775,NA,NA,241.7626987,1760390.6647,0.723804159379433,1,NA
"6513","THA",2001,2582191.27324264,1887503.59604264,1806200.30190048,155618.3749,NA,0.749353158,NA,1650581.92700048,0.730969706079274,0.95692548914205,0.000000397007539255078
"6514","THA",2002,2614442.71354793,1907326.39394793,1901757.46464074,168281.5688,NA,0.053059188,NA,1733475.89584074,0.729534590321771,0.997080243148284,0.0000000278186199112854
"6515","THA",2003,2641942.53835525,1931633.26315525,1925916.28442903,175745.6183,NA,0.327932217,NA,1750170.66612903,0.73114128528995,0.99704033947061,0.000000169769398392081
"6516","THA",2004,2634167.16884139,1937716.08334139,1931836.49916387,179637.9461,NA,3.811500517,NA,1752198.55306387,0.735608622817083,0.996965714312812,0.00000196700669915867
"6517","THA",2005,2578899.25377488,1900567.88847488,1894911.00467543,190678.2818,NA,7.278477458,NA,1704232.72287543,0.736968644933653,0.997023582354642,0.00000382963297556323
"6518","THA",2006,2344943.31876826,1731832.54406826,1726577.88136238,181453.9825,NA,8.397597877,NA,1545123.89886238,0.738539192059426,0.996965836723721,0.00000484896643486856
"6519","THA",2007,2070994.82739598,1522759.17879598,1518126.27210283,157088.5596,NA,4.093430149,NA,1361037.71250283,0.735279083584512,0.99695755786098,0.00000268816645862322
"6520","THA",2008,1494846.38797352,1103204.93177352,1103200.16834801,107272.9577,NA,4.76342551,NA,995927.210648012,0.73800555070349,0.999995682193423,0.00000431780657682728
"6521","THA",2009,1545603.97484536,1143689.91914536,1143686.35390083,110537.5019,NA,3.565244528,NA,1033148.85200083,0.739963106823524,0.999996882682563,0.00000311731743746083
"6522","THA",2010,1563993.03313133,1154356.89693133,1154355.07618688,123829.9892,NA,1.820744452,NA,1030525.08698688,0.738083145178817,0.999998422719649,0.00000157728035137153
"6523","THA",2011,1504926.90054056,1099747.36434056,1099747.04492765,117785.1891,NA,0.319412911,NA,981961.855827646,0.730764639761265,0.999999709557921,0.000000290442079114716
"6524","THA",2012,1458486.71585109,1059835.58915109,1059835.03135169,109869.146,NA,0.557799394,NA,949965.885351691,0.726667975534236,0.999999473692524,0.000000526307476093335
"6525","THA",2013,1486840.59139369,1068978.99479369,1068978.15602772,107470.8031,NA,0.838765969,NA,961507.352927723,0.718960055961132,0.999999215357858,0.000000784642142722251
"6526","THA",2014,1423085.02718624,1018809.17858624,1018805.89126152,104125.1851,NA,3.287324725,NA,914680.706161516,0.715915886347744,0.999996773365617,0.00000322663438266397
"6527","THA",2015,1419840.04981437,1023240.66841437,1023238.68974007,102759.0975,NA,1.978674295,NA,920479.592240072,0.720673197342298,0.999998066266954,0.0000019337330464652
"6528","TKL",1976,100.0001,NA,NA,NA,2271.663428802,NA,2275.2100471,NA,NA,NA,NA
"6529","TKL",1977,100.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6530","TKL",1978,100.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6531","TKL",1979,100.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6532","TKL",1980,100.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6533","TKL",1981,100.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6534","TKL",1982,100.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6535","TKL",1983,99.9996,23.26351425,23.26351425,23.26351425,2478.433641,NA,NA,0,0.232636073044292,1,NA
"6536","TKL",1984,150.0006,56.6193888,56.6193888,56.6193888,2643.506395,NA,NA,0,0.377461082155671,1,NA
"6537","TKL",1985,150.0007,82.20838655,82.20838655,82.20838655,NA,NA,NA,0,0.548053352751021,1,NA
"6538","TKL",1986,149.99979998,106.2080879,106.2080879,106.2080879,NA,NA,NA,0,0.708054863500892,1,NA
"6539","TKL",1987,200.00010002,156.8775937,156.8775937,156.8775937,NA,NA,NA,0,0.784387576227773,1,NA
"6540","TKL",1988,199.99990002,171.6843482,171.6843482,171.6843482,1162.632563,NA,NA,0,0.858422170125243,1,NA
"6541","TKL",1989,199.99979996,171.6842623,171.6842623,171.6842623,963.5503338,NA,NA,0,0.858422170093855,1,NA
"6542","TKL",1990,219.99999997,176.3344496,176.3344496,176.3344496,657.377323,NA,NA,0,0.801520225563844,1,NA
"6543","TKL",1991,230.9996,179.5177553,179.5177553,179.5177553,278.4937668,NA,NA,0,0.777134485514261,1,NA
"6544","TKL",1992,190.99989997,138.9218808,138.9218808,138.9218808,574.8903874,NA,NA,0,0.727340070972918,1,NA
"6545","TKL",1993,199.99979997,140.3883493,140.3883493,140.3883493,353.081756,NA,NA,0,0.70194244854774,1,NA
"6546","TKL",1994,199.99970002,140.3883261,140.3883261,140.3883261,NA,NA,NA,0,0.701942683343831,1,NA
"6547","TKL",1995,199.99950003,140.3883422,140.3883422,140.3883422,NA,NA,NA,0,0.701943465753373,1,NA
"6548","TKL",1996,199.99959998,140.3883654,140.3883654,140.3883654,NA,NA,NA,0,0.701943230956656,1,NA
"6549","TKL",1997,200.00010002,140.3884191,140.3884191,140.3884191,NA,NA,NA,0,0.701941744458934,1,NA
"6550","TKL",1998,190.00019997,138.0634032,138.0634032,138.0634032,NA,NA,NA,0,0.726648725747654,1,NA
"6551","TKL",1999,180.00019997,135.7383641,135.7383641,135.7383641,NA,NA,NA,0,0.754101185013256,1,NA
"6552","TKL",2000,159.99979998,124.8290729,124.8290729,124.8290729,11.53241755,NA,NA,0,0.780182680950874,1,NA
"6553","TKL",2001,139.99990003,113.9198354,113.9198354,113.9198354,17.0916936,NA,NA,0,0.813713691049698,1,NA
"6554","TKL",2002,124.23580004,107.221997,107.221997,107.221997,45.70539236,NA,NA,0,0.863052332463573,1,NA
"6555","TKL",2003,109.9999,94.42635287,94.42635287,94.42635287,44.65161011,NA,NA,0,0.858422170111064,1,NA
"6556","TKL",2004,100,85.84221701,85.84221701,85.84221701,52.35174238,NA,NA,0,0.8584221701,1,NA
"6557","TKL",2005,93.5429,80.78784049,80.78784049,80.78784049,27.27945092,NA,NA,0,0.86364481419755,1,NA
"6558","TKL",2006,83.5724,72.22418608,72.22418608,72.22418608,31.86065733,NA,NA,0,0.864210984487702,1,NA
"6559","TKL",2007,75.961900001,66.02063777,66.02063777,66.02063777,47.04289463,NA,NA,0,0.869128309970273,1,NA
"6560","TKL",2008,65.9622,57.43672875,57.43672875,57.43672875,39.17951789,NA,NA,0,0.870752169424307,1,NA
"6561","TKL",2009,59.046800002,51.92087088,51.92087088,51.92087088,29.21878197,NA,NA,0,0.879317268306519,1,NA
"6562","TKL",2010,53.554900001,46.46292321,46.46292321,46.46292321,16.57706059,NA,NA,0,0.867575575888153,1,NA
"6563","TKL",2011,52.548599997,45.46034891,45.46034891,45.46034891,14.6703991,NA,NA,0,0.865110562652389,1,NA
"6564","TKL",2012,245.582599985,240.8211191,240.8211191,240.8211191,13.61190418,NA,NA,0,0.980611489228916,1,NA
"6565","TKL",2013,192.509599973,188.2169799,188.2169799,188.2169799,16.13941406,NA,NA,0,0.977701786957107,1,NA
"6566","TKL",2014,100.761,97.66944372,97.66944372,97.66944372,12.80237851,NA,NA,0,0.969317927769673,1,NA
"6567","TKL",2015,193.766399977,189.2365153,189.2365153,189.2365153,2.638832256,NA,NA,0,0.976621928892018,1,NA
"6568","TLS",1999,3399.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6569","TLS",2000,3619.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6570","TLS",2001,3559.0032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6571","TLS",2002,3719.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6572","TLS",2003,3849.0032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6573","TLS",2004,3999.0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6574","TLS",2005,3649.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6575","TLS",2006,3299.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6576","TLS",2007,2910.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6577","TLS",2008,3242.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6578","TLS",2009,3199.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6579","TLS",2010,3199.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6580","TLS",2011,3199.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6581","TLS",2012,3199.0046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6582","TLS",2013,3199.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6583","TLS",2014,3199.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6584","TLS",2015,3199.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6585","TON",1976,1019.0009,855.9189032,855.9189032,855.9189032,NA,NA,9167.555045873,0,0.839958927612331,1,NA
"6586","TON",1977,1197.0010996,1005.43176,1005.43176,1005.43176,NA,NA,9913.248232077,0,0.839958927636728,1,NA
"6587","TON",1978,1210.0007996,1016.350974,1016.350974,1016.350974,NA,NA,18822.525945594,0,0.839958927577555,1,NA
"6588","TON",1979,2000.0015997,1679.919199,1679.919199,1679.919199,NA,NA,NA,0,0.839958927658852,1,NA
"6589","TON",1980,1994.0009996,1368.252682,1368.252682,1368.252682,NA,NA,NA,0,0.686184551700061,1,NA
"6590","TON",1981,2093.0018005,1449.729018,1449.729018,1449.729018,NA,NA,752.2127451,0,0.692655408922091,1,NA
"6591","TON",1982,2133.3412997,1673.69127,1673.69127,1673.69127,NA,NA,1095.638974,0,0.784539853156812,1,NA
"6592","TON",1983,2236.3358997,1760.540795,1760.540795,1760.540795,NA,NA,1076.816014,0,0.787243452665663,1,NA
"6593","TON",1984,2384.1979003,1881.40964,1881.40964,1881.40964,NA,NA,NA,0,0.789116389945342,1,NA
"6594","TON",1985,2560.8780002,2040.448738,2040.448738,2040.448738,NA,NA,NA,0,0.796777018600903,1,NA
"6595","TON",1986,2812.8903004,2253.132198,2253.132198,2253.132198,NA,NA,NA,0,0.801002512497412,1,NA
"6596","TON",1987,2788.8472996,2346.700929,2346.700929,2346.700929,NA,NA,NA,0,0.84145909650076,1,NA
"6597","TON",1988,2728.8776001,2316.953738,2316.953738,2316.953738,NA,NA,1908.956353,0,0.849050077553898,1,NA
"6598","TON",1989,2697.8910005,2275.02717,2275.02717,2275.02717,NA,NA,1867.375503,0,0.843261336198671,1,NA
"6599","TON",1990,1641.8823002,1393.071153,1393.071153,1393.071153,NA,NA,1692.756316,0,0.848459815195223,1,NA
"6600","TON",1991,1932.7605002,1579.83062,1579.83062,1579.83062,NA,NA,924.0861623,0,0.817395957666002,1,NA
"6601","TON",1992,2233.8473002,1819.113174,1819.113174,1819.113174,NA,NA,1310.846918,0,0.814340879001502,1,NA
"6602","TON",1993,2373.4062999,1960.861152,1960.861152,1960.861152,NA,NA,981.0676379,0,0.826180141209964,1,NA
"6603","TON",1994,2497.4188,2083.447436,2083.447436,2083.447436,NA,NA,NA,0,0.834240310836132,1,NA
"6604","TON",1995,2725.3809,2184.87309,2184.87309,2184.87309,NA,NA,NA,0,0.801676231751679,1,NA
"6605","TON",1996,2952.7138998,2396.412484,2396.412484,2396.412484,NA,NA,NA,0,0.811596573634282,1,NA
"6606","TON",1997,2923.2340998,2405.894479,2405.894479,2405.894479,NA,NA,NA,0,0.823024909009034,1,NA
"6607","TON",1998,4045.5843999,3375.37304,3375.37304,3375.37304,NA,NA,NA,0,0.834335093857746,1,NA
"6608","TON",1999,4304.4602005,3608.533791,3608.533791,3608.533791,NA,NA,NA,0,0.838324347982318,1,NA
"6609","TON",2000,3786.9956,3201.701257,3201.701257,3201.701257,NA,NA,NA,0,0.845446257450101,1,NA
"6610","TON",2001,4773.1479001,4031.170779,4031.170779,4031.170779,NA,NA,NA,0,0.844551826880442,1,NA
"6611","TON",2002,4851.5664003,4017.778258,4017.778258,4017.778258,NA,NA,NA,0,0.82814042445169,1,NA
"6612","TON",2003,4433.1243997,3477.314194,3477.314194,3477.314194,NA,NA,NA,0,0.784393551923632,1,NA
"6613","TON",2004,1643.41,992.6546196,992.6546196,992.6546196,NA,NA,NA,0,0.604021284767648,1,NA
"6614","TON",2005,2143.6317999,1305.372426,1305.372426,1305.372426,NA,NA,NA,0,0.608953658021352,1,NA
"6615","TON",2006,2524.5858002,1525.024766,1525.024766,1525.024766,NA,NA,NA,0,0.604069295596603,1,NA
"6616","TON",2007,2618.3984996,1701.941754,1701.941754,1701.941754,NA,NA,NA,0,0.649993404082685,1,NA
"6617","TON",2008,2292.4801005,1469.438526,1469.438526,1469.438526,NA,NA,NA,0,0.640982020162142,1,NA
"6618","TON",2009,1938.6007003,1198.274756,1198.274756,1198.274756,NA,NA,NA,0,0.618113237973434,1,NA
"6619","TON",2010,2074.5319997,1113.642748,1113.642748,1113.642748,NA,NA,NA,0,0.536816375047984,1,NA
"6620","TON",2011,1974.6014002,1287.310079,1287.310079,1287.310079,NA,NA,NA,0,0.65193414674456,1,NA
"6621","TON",2012,1940.6516996,1318.30737,1318.30737,1318.30737,NA,NA,NA,0,0.679311681880744,1,NA
"6622","TON",2013,1711.5639996,1183.06702,1183.06702,1183.06702,NA,NA,NA,0,0.691219855218086,1,NA
"6623","TON",2014,1836.3062998,1180.171497,1180.171497,1180.171497,NA,NA,NA,0,0.642687713443306,1,NA
"6624","TON",2015,1780.454,1202.414156,1202.414156,1202.414156,NA,NA,NA,0,0.675341320809187,1,NA
"6625","TTO",1976,4417.00499976,1389.44495076,1352.334754,1352.334754,3421.088289219,37.11019676,1105.60001876,0,0.314567212587601,0.973291351528751,0.0267086484712485
"6626","TTO",1977,4303.000000488,3710.344053888,3700.9345807,521.7206607,3190.2584843,9.409473188,2409.188352507,3179.21392,0.862269126996796,0.997463989039469,0.00253601096053073
"6627","TTO",1978,4822.9988999,4160.3301192,4160.3301192,670.6401332,8060.90837258,NA,6201.23165057,3489.689986,0.862602336336063,1,NA
"6628","TTO",1979,3840.0042,3346.6661561,3346.6661561,681.8001371,7899.02406517,NA,8024.41372924,2664.866019,0.871526691585389,1,NA
"6629","TTO",1980,4461.0025998,3886.9144964,3886.9144964,775.2891094,10071.08182186,NA,12872.38588284,3111.625387,0.871309623664927,1,NA
"6630","TTO",1981,3804.0010004,3321.0593516,3321.0593516,666.4710206,9487.41686887,NA,16402.88807451,2654.588331,0.873043763987124,1,NA
"6631","TTO",1982,4574.0047996,3998.267043,3998.267043,723.484743,12499.90701283,NA,33195.83041962,3274.7823,0.874128300728861,1,NA
"6632","TTO",1983,4540.9942001,4061.044207,4061.044207,1297.103459,25288.71112738,NA,35213.19248735,2763.940748,0.894307287798467,1,NA
"6633","TTO",1984,3764.0051007,3353.642734,3353.642734,1000.768185,NA,NA,16241.81413,2352.874549,0.890977202282833,1,NA
"6634","TTO",1985,5560.0044995,4848.627511,4848.627511,1008.154955,NA,NA,15272.08233,3840.472556,0.872054602012647,1,NA
"6635","TTO",1986,4347.0006001,3829.9159424,3829.9159424,832.6552754,NA,NA,16597.61693,2997.260667,0.881047944256528,1,NA
"6636","TTO",1987,7714.0026005,6797.261457,6797.261457,1267.375527,NA,NA,16964.04617,5529.88593,0.881158823638382,1,NA
"6637","TTO",1988,9210.9751,2679.158739,2679.158739,2679.158739,NA,NA,NA,0,0.290865919179393,1,NA
"6638","TTO",1989,11465.9822,3008.380969,3008.380969,3008.380969,NA,NA,NA,0,0.262374467056124,1,NA
"6639","TTO",1990,12361.6488,3253.943477,3253.943477,3253.943477,NA,NA,NA,0,0.263228921129033,1,NA
"6640","TTO",1991,11500.9584,4082.628845,4082.628845,4082.628845,NA,NA,97.88460689,0,0.354981620053508,1,NA
"6641","TTO",1992,12999.9866,3634.227158,3634.227158,3634.227158,NA,NA,NA,0,0.279556223388723,1,NA
"6642","TTO",1993,8997.9836,3076.138487,3076.138487,3076.138487,NA,NA,NA,0,0.341869759242504,1,NA
"6643","TTO",1994,14045.9398,5205.088899,5205.088899,5205.088899,NA,NA,NA,0,0.370576050667681,1,NA
"6644","TTO",1995,11499.9461,4238.730063,4238.730063,4238.730063,NA,NA,NA,0,0.368586950420576,1,NA
"6645","TTO",1996,9435.1007,4145.951907,4145.951907,4145.951907,NA,NA,NA,0,0.439417875741379,1,NA
"6646","TTO",1997,11283.147,4567.529074,4567.529074,4567.529074,NA,NA,NA,0,0.404809852605838,1,NA
"6647","TTO",1998,14846.1144,5196.535919,5196.535919,5196.535919,NA,NA,NA,0,0.350026665495721,1,NA
"6648","TTO",1999,14694.1249,4821.091109,4821.091109,4821.091109,NA,NA,NA,0,0.328096510803444,1,NA
"6649","TTO",2000,14237.152401,4236.352961,4236.352961,4236.352961,NA,NA,NA,0,0.297556199560134,1,NA
"6650","TTO",2001,16598.277604,5111.169064,5111.169064,5111.169064,NA,NA,NA,0,0.307933701673255,1,NA
"6651","TTO",2002,18768.038797,7009.509997,7009.509997,7009.509997,NA,NA,NA,0,0.373481218406286,1,NA
"6652","TTO",2003,14592.0972,4684.267399,4684.267399,4684.267399,NA,NA,NA,0,0.321013993725316,1,NA
"6653","TTO",2004,14713.2822,5099.29117,5099.29117,5099.29117,NA,NA,NA,0,0.346577405414001,1,NA
"6654","TTO",2005,16996.021004,5700.626684,5700.626684,5700.626684,NA,NA,NA,0,0.335409486882745,1,NA
"6655","TTO",2006,13123.2983,3949.809411,3949.809411,3949.809411,NA,NA,NA,0,0.300976882541792,1,NA
"6656","TTO",2007,13462.9108,4045.833792,4045.833792,4045.833792,NA,NA,NA,0,0.300517016869784,1,NA
"6657","TTO",2008,13833.6386,4289.586295,4289.586295,4289.586295,NA,NA,NA,0,0.310083732778735,1,NA
"6658","TTO",2009,13861.5205,4648.663468,4648.663468,4648.663468,NA,NA,NA,0,0.335364613716078,1,NA
"6659","TTO",2010,13929.9216,4739.765609,4739.765609,4739.765609,NA,NA,NA,0,0.340257881207314,1,NA
"6660","TTO",2011,13116.4881,4346.313826,4346.313826,4346.313826,NA,NA,NA,0,0.331362617254233,1,NA
"6661","TTO",2012,12024.2007,4219.685795,4219.685795,4219.685795,NA,NA,NA,0,0.350932748070315,1,NA
"6662","TTO",2013,13212.1298,5011.922632,5011.922632,5011.922632,NA,NA,NA,0,0.37934252144571,1,NA
"6663","TTO",2014,13000.2438,4993.079218,4993.079218,4993.079218,NA,NA,NA,0,0.384075813870506,1,NA
"6664","TTO",2015,12700.7955,5060.489796,5060.489796,5060.489796,NA,NA,NA,0,0.398438806136198,1,NA
"6665","TUN",1976,49800.00550232,74.32632232,74.32632232,NA,NA,NA,45232.273490134,NA,0.00149249626722506,1,NA
"6666","TUN",1977,55408.0100047,199.5340847,199.5340847,NA,NA,NA,52611.872547225,NA,0.00360117760379906,1,NA
"6667","TUN",1978,56103.0043,NA,NA,NA,NA,NA,57571.439149435,NA,NA,NA,NA
"6668","TUN",1979,59404.0067,NA,NA,NA,NA,NA,57271.277542068,NA,NA,NA,NA
"6669","TUN",1980,60449.0055,NA,NA,NA,NA,NA,56194.554493259,NA,NA,NA,NA
